20250523,1100,SKY,20250524,0800,4,60,127
20250523,1100,SKY,20250524,0900,4,60,127
20250523,1100,SKY,20250524,1000,4,60,127
20250523,1100,SKY,20250524,1100,4,60,127
20250523,1100,SKY,20250524,1200,4,60,127
20250523,1100,SKY,20250524,1300,4,60,127
20250523,1100,SKY,20250524,1400,4,60,127
20250523,1100,SKY,20250524,1500,4,60,127
20250523,1100,SKY,20250524,1600,4,60,127
20250523,1100,SKY,20250524,1700,4,60,127
20250523,1100,SKY,20250524,1800,4,60,127
20250523,1100,SKY,20250524,1900,4,60,127
20250523,1100,SKY,20250524,2000,4,60,127
20250523,1100,SKY,20250524,2100,4,60,127
20250523,1100,SKY,20250524,2200,4,60,127
20250523,1100,SKY,20250524,2300,1,60,127
20250523,1100,SKY,20250525,0000,1,60,127
20250523,1100,SKY,20250525,0100,1,60,127
20250523,1100,SKY,20250525,0200,1,60,127
20250523,1100,SKY,20250525,0300,1,60,127
20250523,1100,SKY,20250525,0400,1,60,127
20250523,1100,SKY,20250525,0500,1,60,127
20250523,1100,SKY,20250525,0600,1,60,127
20250523,1100,SKY,20250525,0700,1,60,127
20250523,1100,SKY,20250525,0800,1,60,127
20250523,1100,SKY,20250525,0900,1,60,127
20250523,1100,SKY,20250525,1000,1,60,127
20250523,1100,SKY,20250525,1100,1,60,127
20250523,1100,SKY,20250525,1200,1,60,127
20250523,1100,SKY,20250525,1300,1,60,127
20250523,1100,SKY,20250525,1400,1,60,127
20250523,1100,SKY,20250525,1500,1,60,127
20250523,1100,SKY,20250525,1600,1,60,127
20250523,1100,SKY,20250525,1700,1,60,127
20250523,1100,SKY,20250525,1800,1,60,127
20250523,1100,SKY,20250525,1900,1,60,127
20250523,1100,SKY,20250525,2000,1,60,127
20250523,1100,SKY,20250525,2100,1,60,127
20250523,1100,SKY,20250525,2200,1,60,127
20250523,1100,SKY,20250525,2300,1,60,127
20250523,1100,SKY,20250526,0000,1,60,127
20250523,1100,SKY,20250526,0300,1,60,127
20250523,1100,SKY,20250526,0600,1,60,127
20250523,1100,SKY,20250526,0900,1,60,127
20250523,1100,SKY,20250526,1200,1,60,127
20250523,1100,SKY,20250526,1500,1,60,127
20250523,1100,SKY,20250526,1800,1,60,127
20250523,1100,SKY,20250526,2100,1,60,127
20250523,1100,SKY,20250527,0000,3,60,127
20250523,1100,SKY,20250523,1200,4,60,126
20250523,1100,SKY,20250523,1300,4,60,126
20250523,1100,SKY,20250523,1400,4,60,126
20250523,1100,SKY,20250523,1500,4,60,126
20250523,1100,SKY,20250523,1600,4,60,126
20250523,1100,SKY,20250523,1700,4,60,126
20250523,1100,SKY,20250523,1800,4,60,126
20250523,1100,SKY,20250523,1900,4,60,126
20250523,1100,SKY,20250523,2000,4,60,126
20250523,1100,SKY,20250523,2100,4,60,126
20250523,1100,SKY,20250523,2200,4,60,126
20250523,1100,SKY,20250523,2300,4,60,126
20250523,1100,SKY,20250524,0000,4,60,126
20250523,1100,SKY,20250524,0100,4,60,126
20250523,1100,SKY,20250524,0200,4,60,126
20250523,1100,SKY,20250524,0300,4,60,126
20250523,1100,SKY,20250524,0400,4,60,126
20250523,1100,SKY,20250524,0500,4,60,126
20250523,1100,SKY,20250524,0600,4,60,126
20250523,1100,SKY,20250524,0700,4,60,126
20250523,1100,SKY,20250524,0800,4,60,126
20250523,1100,SKY,20250524,0900,4,60,126
20250523,1100,SKY,20250524,1000,4,60,126
20250523,1100,SKY,20250524,1100,4,60,126
20250523,1100,SKY,20250524,1200,4,60,126
20250523,1100,SKY,20250524,1300,4,60,126
20250523,1100,SKY,20250524,1400,4,60,126
20250523,1100,SKY,20250524,1500,4,60,126
20250523,1100,SKY,20250524,1600,4,60,126
20250523,1100,SKY,20250524,1700,4,60,126
20250523,1100,SKY,20250524,1800,4,60,126
20250523,1100,SKY,20250524,1900,4,60,126
20250523,1100,SKY,20250524,2000,4,60,126
20250523,1100,SKY,20250524,2100,4,60,126
20250523,1100,SKY,20250524,2200,4,60,126
20250523,1100,SKY,20250524,2300,1,60,126
20250523,1100,SKY,20250525,0000,1,60,126
20250523,1100,SKY,20250525,0100,1,60,126
20250523,1100,SKY,20250525,0200,1,60,126
20250523,1100,SKY,20250525,0300,1,60,126
20250523,1100,SKY,20250525,0400,1,60,126
20250523,1100,SKY,20250525,0500,1,60,126
20250523,1100,SKY,20250525,0600,1,60,126
20250523,1100,SKY,20250525,0700,1,60,126
20250523,1100,SKY,20250525,0800,1,60,126
20250523,1100,SKY,20250525,0900,1,60,126
20250523,1100,SKY,20250525,1000,1,60,126
20250523,1100,SKY,20250525,1100,1,60,126
20250523,1100,SKY,20250525,1200,1,60,126
20250523,1100,SKY,20250525,1300,1,60,126
20250523,1100,SKY,20250525,1400,1,60,126
20250523,1100,SKY,20250525,1500,1,60,126
20250523,1100,SKY,20250525,1600,1,60,126
20250523,1100,SKY,20250525,1700,1,60,126
20250523,1100,SKY,20250525,1800,1,60,126
20250523,1100,SKY,20250525,1900,1,60,126
20250523,1100,SKY,20250525,2000,1,60,126
20250523,1100,SKY,20250525,2100,1,60,126
20250523,1100,SKY,20250525,2200,1,60,126
20250523,1100,SKY,20250525,2300,1,60,126
20250523,1100,SKY,20250526,0000,1,60,126
20250523,1100,SKY,20250526,0300,1,60,126
20250523,1100,SKY,20250526,0600,1,60,126
20250523,1100,SKY,20250526,0900,1,60,126
20250523,1100,SKY,20250526,1200,1,60,126
20250523,1100,SKY,20250526,1500,1,60,126
20250523,1100,SKY,20250526,1800,1,60,126
20250523,1100,SKY,20250526,2100,1,60,126
20250523,1100,SKY,20250527,0000,3,60,126
20250523,1100,SKY,20250523,1200,4,61,127
20250523,1100,SKY,20250523,1300,4,61,127
20250523,1100,SKY,20250523,1400,4,61,127
20250523,1100,SKY,20250523,1500,4,61,127
20250523,1100,SKY,20250523,1600,4,61,127
20250523,1100,SKY,20250523,1700,4,61,127
20250523,1100,SKY,20250523,1800,4,61,127
20250523,1100,SKY,20250523,1900,4,61,127
20250523,1100,SKY,20250523,2000,4,61,127
20250523,1100,SKY,20250523,2100,4,61,127
20250523,1100,SKY,20250523,2200,4,61,127
20250523,1100,SKY,20250523,2300,4,61,127
20250523,1100,SKY,20250524,0000,4,61,127
20250523,1100,SKY,20250524,0100,4,61,127
20250523,1100,SKY,20250524,0200,4,61,127
20250523,1100,SKY,20250524,0300,4,61,127
20250523,1100,SKY,20250524,0400,4,61,127
20250523,1100,SKY,20250524,0500,4,61,127
20250523,1100,SKY,20250524,0600,4,61,127
20250523,1100,SKY,20250524,0700,4,61,127
20250523,1100,SKY,20250524,0800,4,61,127
20250523,1100,SKY,20250524,0900,4,61,127
20250523,1100,SKY,20250524,1000,4,61,127
20250523,1100,SKY,20250524,1100,4,61,127
20250523,1100,SKY,20250524,1200,4,61,127
20250523,1100,SKY,20250524,1300,4,61,127
20250523,1100,SKY,20250524,1400,4,61,127
20250523,1100,SKY,20250524,1500,4,61,127
20250523,1100,SKY,20250524,1600,4,61,127
20250523,1100,SKY,20250524,1700,4,61,127
20250523,1100,SKY,20250524,1800,4,61,127
20250523,1100,SKY,20250524,1900,4,61,127
20250523,1100,SKY,20250524,2000,4,61,127
20250523,1100,SKY,20250524,2100,4,61,127
20250523,1100,SKY,20250524,2200,3,61,127
20250523,1100,SKY,20250524,2300,1,61,127
20250523,1100,SKY,20250525,0000,1,61,127
20250523,1100,SKY,20250525,0100,1,61,127
20250523,1100,SKY,20250525,0200,1,61,127
20250523,1100,SKY,20250525,0300,1,61,127
20250523,1100,SKY,20250525,0400,1,61,127
20250523,1100,SKY,20250525,0500,1,61,127
20250523,1100,SKY,20250525,0600,1,61,127
20250523,1100,SKY,20250525,0700,1,61,127
20250523,1100,SKY,20250525,0800,1,61,127
20250523,1100,SKY,20250525,0900,1,61,127
20250523,1100,SKY,20250525,1000,1,61,127
20250523,1100,SKY,20250525,1100,1,61,127
20250523,1100,SKY,20250525,1200,1,61,127
20250523,1100,SKY,20250525,1300,1,61,127
20250523,1100,SKY,20250525,1400,1,61,127
20250523,1100,SKY,20250525,1500,1,61,127
20250523,1100,SKY,20250525,1600,1,61,127
20250523,1100,SKY,20250525,1700,1,61,127
20250523,1100,SKY,20250525,1800,1,61,127
20250523,1100,SKY,20250525,1900,1,61,127
20250523,1100,SKY,20250525,2000,1,61,127
20250523,1100,SKY,20250525,2100,1,61,127
20250523,1100,SKY,20250525,2200,1,61,127
20250523,1100,SKY,20250525,2300,1,61,127
20250523,1100,SKY,20250526,0000,1,61,127
20250523,1100,SKY,20250526,0300,1,61,127
20250523,1100,SKY,20250526,0600,1,61,127
20250523,1100,SKY,20250526,0900,1,61,127
20250523,1100,SKY,20250526,1200,1,61,127
20250523,1100,SKY,20250526,1500,1,61,127
20250523,1100,SKY,20250526,1800,1,61,127
20250523,1100,SKY,20250526,2100,1,61,127
20250523,1100,SKY,20250527,0000,3,61,127
20250523,1100,SKY,20250523,1200,4,62,126
20250523,1100,SKY,20250523,1300,4,62,126
20250523,1100,SKY,20250523,1400,4,62,126
20250523,1100,SKY,20250523,1500,4,62,126
20250523,1100,SKY,20250523,1600,4,62,126
20250523,1100,SKY,20250523,1700,4,62,126
20250523,1100,SKY,20250523,1800,4,62,126
20250523,1100,SKY,20250523,1900,4,62,126
20250523,1100,SKY,20250523,2000,4,62,126
20250523,1100,SKY,20250523,2100,4,62,126
20250523,1100,SKY,20250523,2200,4,62,126
20250523,1100,SKY,20250523,2300,4,62,126
20250523,1100,SKY,20250524,0000,4,62,126
20250523,1100,SKY,20250524,0100,4,62,126
20250523,1100,SKY,20250524,0200,4,62,126
20250523,1100,SKY,20250524,0300,4,62,126
20250523,1100,SKY,20250524,0400,4,62,126
20250523,1100,SKY,20250524,0500,4,62,126
20250523,1100,SKY,20250524,0600,4,62,126
20250523,1100,SKY,20250524,0700,4,62,126
20250523,1100,SKY,20250524,0800,4,62,126
20250523,1100,SKY,20250524,0900,4,62,126
20250523,1100,SKY,20250524,1000,4,62,126
20250523,1100,SKY,20250524,1100,4,62,126
20250523,1100,SKY,20250524,1200,4,62,126
20250523,1100,SKY,20250524,1300,4,62,126
20250523,1100,SKY,20250524,1400,4,62,126
20250523,1100,SKY,20250524,1500,4,62,126
20250523,1100,SKY,20250524,1600,4,62,126
20250523,1100,SKY,20250524,1700,4,62,126
20250523,1100,SKY,20250524,1800,4,62,126
20250523,1100,SKY,20250524,1900,4,62,126
20250523,1100,SKY,20250524,2000,4,62,126
20250523,1100,SKY,20250524,2100,4,62,126
20250523,1100,SKY,20250524,2200,4,62,126
20250523,1100,SKY,20250524,2300,1,62,126
20250523,1100,SKY,20250525,0000,1,62,126
20250523,1100,SKY,20250525,0100,1,62,126
20250523,1100,SKY,20250525,0200,1,62,126
20250523,1100,SKY,20250525,0300,1,62,126
20250523,1100,SKY,20250525,0400,1,62,126
20250523,1100,SKY,20250525,0500,1,62,126
20250523,1100,SKY,20250525,0600,1,62,126
20250523,1100,SKY,20250525,0700,1,62,126
20250523,1100,SKY,20250525,0800,1,62,126
20250523,1100,SKY,20250525,0900,1,62,126
20250523,1100,SKY,20250525,1000,1,62,126
20250523,1100,SKY,20250525,1100,1,62,126
20250523,1100,SKY,20250525,1200,1,62,126
20250523,1100,SKY,20250525,1300,1,62,126
20250523,1100,SKY,20250525,1400,1,62,126
20250523,1100,SKY,20250525,1500,1,62,126
20250523,1100,SKY,20250525,1600,1,62,126
20250523,1100,SKY,20250525,1700,1,62,126
20250523,1100,SKY,20250525,1800,1,62,126
20250523,1100,SKY,20250525,1900,1,62,126
20250523,1100,SKY,20250525,2000,1,62,126
20250523,1100,SKY,20250525,2100,1,62,126
20250523,1100,SKY,20250525,2200,1,62,126
20250523,1100,SKY,20250525,2300,1,62,126
20250523,1100,SKY,20250526,0000,1,62,126
20250523,1100,SKY,20250526,0300,1,62,126
20250523,1100,SKY,20250526,0600,1,62,126
20250523,1100,SKY,20250526,0900,1,62,126
20250523,1100,SKY,20250526,1200,1,62,126
20250523,1100,SKY,20250526,1500,1,62,126
20250523,1100,SKY,20250526,1800,1,62,126
20250523,1100,SKY,20250526,2100,1,62,126
20250523,1100,SKY,20250527,0000,3,62,126
20250523,1100,SKY,20250523,1200,4,61,127
20250523,1100,SKY,20250523,1300,4,61,127
20250523,1100,SKY,20250523,1400,4,61,127
20250523,1100,SKY,20250523,1500,4,61,127
20250523,1100,SKY,20250523,1600,4,61,127
20250523,1100,SKY,20250523,1700,4,61,127
20250523,1100,SKY,20250523,1800,4,61,127
20250523,1100,SKY,20250523,1900,4,61,127
20250523,1100,SKY,20250523,2000,4,61,127
20250523,1100,SKY,20250523,2100,4,61,127
20250523,1100,SKY,20250523,2200,4,61,127
20250523,1100,SKY,20250523,2300,4,61,127
20250523,1100,SKY,20250524,0000,4,61,127
20250523,1100,SKY,20250524,0100,4,61,127
20250523,1100,SKY,20250524,0200,4,61,127
20250523,1100,SKY,20250524,0300,4,61,127
20250523,1100,SKY,20250524,0400,4,61,127
20250523,1100,SKY,20250524,0500,4,61,127
20250523,1100,SKY,20250524,0600,4,61,127
20250523,1100,SKY,20250524,0700,4,61,127
20250523,1100,SKY,20250524,0800,4,61,127
20250523,1100,SKY,20250524,0900,4,61,127
20250523,1100,SKY,20250524,1000,4,61,127
20250523,1100,SKY,20250524,1100,4,61,127
20250523,1100,SKY,20250524,1200,4,61,127
20250523,1100,SKY,20250524,1300,4,61,127
20250523,1100,SKY,20250524,1400,4,61,127
20250523,1100,SKY,20250524,1500,4,61,127
20250523,1100,SKY,20250524,1600,4,61,127
20250523,1100,SKY,20250524,1700,4,61,127
20250523,1100,SKY,20250524,1800,4,61,127
20250523,1100,SKY,20250524,1900,4,61,127
20250523,1100,SKY,20250524,2000,4,61,127
20250523,1100,SKY,20250524,2100,4,61,127
20250523,1100,SKY,20250524,2200,3,61,127
20250523,1100,SKY,20250524,2300,1,61,127
20250523,1100,SKY,20250525,0000,1,61,127
20250523,1100,SKY,20250525,0100,1,61,127
20250523,1100,SKY,20250525,0200,1,61,127
20250523,1100,SKY,20250525,0300,1,61,127
20250523,1100,SKY,20250525,0400,1,61,127
20250523,1100,SKY,20250525,0500,1,61,127
20250523,1100,SKY,20250525,0600,1,61,127
20250523,1100,SKY,20250525,0700,1,61,127
20250523,1100,SKY,20250525,0800,1,61,127
20250523,1100,SKY,20250525,0900,1,61,127
20250523,1100,SKY,20250525,1000,1,61,127
20250523,1100,SKY,20250525,1100,1,61,127
20250523,1100,SKY,20250525,1200,1,61,127
20250523,1100,SKY,20250525,1300,1,61,127
20250523,1100,SKY,20250525,1400,1,61,127
20250523,1100,SKY,20250525,1500,1,61,127
20250523,1100,SKY,20250525,1600,1,61,127
20250523,1100,SKY,20250525,1700,1,61,127
20250523,1100,SKY,20250525,1800,1,61,127
20250523,1100,SKY,20250525,1900,1,61,127
20250523,1100,SKY,20250525,2000,1,61,127
20250523,1100,SKY,20250525,2100,1,61,127
20250523,1100,SKY,20250525,2200,1,61,127
20250523,1100,SKY,20250525,2300,1,61,127
20250523,1100,SKY,20250526,0000,1,61,127
20250523,1100,SKY,20250526,0300,1,61,127
20250523,1100,SKY,20250526,0600,1,61,127
20250523,1100,SKY,20250526,0900,1,61,127
20250523,1100,SKY,20250526,1200,1,61,127
20250523,1100,SKY,20250526,1500,1,61,127
20250523,1100,SKY,20250526,1800,1,61,127
20250523,1100,SKY,20250526,2100,1,61,127
20250523,1100,SKY,20250527,0000,3,61,127
20250523,1100,SKY,20250523,1200,4,62,128
20250523,1100,SKY,20250523,1300,4,62,128
20250523,1100,SKY,20250523,1400,4,62,128
20250523,1100,SKY,20250523,1500,4,62,128
20250523,1100,SKY,20250523,1600,4,62,128
20250523,1100,SKY,20250523,1700,4,62,128
20250523,1100,SKY,20250523,1800,4,62,128
20250523,1100,SKY,20250523,1900,4,62,128
20250523,1100,SKY,20250523,2000,4,62,128
20250523,1100,SKY,20250523,2100,4,62,128
20250523,1100,SKY,20250523,2200,4,62,128
20250523,1100,SKY,20250523,2300,4,62,128
20250523,1100,SKY,20250524,0000,4,62,128
20250523,1100,SKY,20250524,0100,4,62,128
20250523,1100,SKY,20250524,0200,4,62,128
20250523,1100,SKY,20250524,0300,4,62,128
20250523,1100,SKY,20250524,0400,4,62,128
20250523,1100,SKY,20250524,0500,4,62,128
20250523,1100,SKY,20250524,0600,4,62,128
20250523,1100,SKY,20250524,0700,4,62,128
20250523,1100,SKY,20250524,0800,4,62,128
20250523,1100,SKY,20250524,0900,4,62,128
20250523,1100,SKY,20250524,1000,4,62,128
20250523,1100,SKY,20250524,1100,4,62,128
20250523,1100,SKY,20250524,1200,4,62,128
20250523,1100,SKY,20250524,1300,4,62,128
20250523,1100,SKY,20250524,1400,4,62,128
20250523,1100,SKY,20250524,1500,4,62,128
20250523,1100,SKY,20250524,1600,4,62,128
20250523,1100,SKY,20250524,1700,4,62,128
20250523,1100,SKY,20250524,1800,4,62,128
20250523,1100,SKY,20250524,1900,4,62,128
20250523,1100,SKY,20250524,2000,4,62,128
20250523,1100,SKY,20250524,2100,4,62,128
20250523,1100,SKY,20250524,2200,3,62,128
20250523,1100,SKY,20250524,2300,1,62,128
20250523,1100,SKY,20250525,0000,1,62,128
20250523,1100,SKY,20250525,0100,1,62,128
20250523,1100,SKY,20250525,0200,1,62,128
20250523,1100,SKY,20250525,0300,1,62,128
20250523,1100,SKY,20250525,0400,1,62,128
20250523,1100,SKY,20250525,0500,1,62,128
20250523,1100,SKY,20250525,0600,1,62,128
20250523,1100,SKY,20250525,0700,1,62,128
20250523,1100,SKY,20250525,0800,1,62,128
20250523,1100,SKY,20250525,0900,1,62,128
20250523,1100,SKY,20250525,1000,1,62,128
20250523,1100,SKY,20250525,1100,1,62,128
20250523,1100,SKY,20250525,1200,1,62,128
20250523,1100,SKY,20250525,1300,1,62,128
20250523,1100,SKY,20250525,1400,1,62,128
20250523,1100,SKY,20250525,1500,1,62,128
20250523,1100,SKY,20250525,1600,1,62,128
20250523,1100,SKY,20250525,1700,1,62,128
20250523,1100,SKY,20250525,1800,1,62,128
20250523,1100,SKY,20250525,1900,1,62,128
20250523,1100,SKY,20250525,2000,1,62,128
20250523,1100,SKY,20250525,2100,1,62,128
20250523,1100,SKY,20250525,2200,1,62,128
20250523,1100,SKY,20250525,2300,1,62,128
20250523,1100,SKY,20250526,0000,1,62,128
20250523,1100,SKY,20250526,0300,1,62,128
20250523,1100,SKY,20250526,0600,1,62,128
20250523,1100,SKY,20250526,0900,1,62,128
20250523,1100,SKY,20250526,1200,1,62,128
20250523,1100,SKY,20250526,1500,1,62,128
20250523,1100,SKY,20250526,1800,1,62,128
20250523,1100,SKY,20250526,2100,1,62,128
20250523,1100,SKY,20250527,0000,3,62,128
20250523,1100,SKY,20250523,1200,4,61,127
20250523,1100,SKY,20250523,1300,4,61,127
20250523,1100,SKY,20250523,1400,4,61,127
20250523,1100,SKY,20250523,1500,4,61,127
20250523,1100,SKY,20250523,1600,4,61,127
20250523,1100,SKY,20250523,1700,4,61,127
20250523,1100,SKY,20250523,1800,4,61,127
20250523,1100,SKY,20250523,1900,4,61,127
20250523,1100,SKY,20250523,2000,4,61,127
20250523,1100,SKY,20250523,2100,4,61,127
20250523,1100,SKY,20250523,2200,4,61,127
20250523,1100,SKY,20250523,2300,4,61,127
20250523,1100,SKY,20250524,0000,4,61,127
20250523,1100,SKY,20250524,0100,4,61,127
20250523,1100,SKY,20250524,0200,4,61,127
20250523,1100,SKY,20250524,0300,4,61,127
20250523,1100,SKY,20250524,0400,4,61,127
20250523,1100,SKY,20250524,0500,4,61,127
20250523,1100,SKY,20250524,0600,4,61,127
20250523,1100,SKY,20250524,0700,4,61,127
20250523,1100,SKY,20250524,0800,4,61,127
20250523,1100,SKY,20250524,0900,4,61,127
20250523,1100,SKY,20250524,1000,4,61,127
20250523,1100,SKY,20250524,1100,4,61,127
20250523,1100,SKY,20250524,1200,4,61,127
20250523,1100,SKY,20250524,1300,4,61,127
20250523,1100,SKY,20250524,1400,4,61,127
20250523,1100,SKY,20250524,1500,4,61,127
20250523,1100,SKY,20250524,1600,4,61,127
20250523,1100,SKY,20250524,1700,4,61,127
20250523,1100,SKY,20250524,1800,4,61,127
20250523,1100,SKY,20250524,1900,4,61,127
20250523,1100,SKY,20250524,2000,4,61,127
20250523,1100,SKY,20250524,2100,4,61,127
20250523,1100,SKY,20250524,2200,3,61,127
20250523,1100,SKY,20250524,2300,1,61,127
20250523,1100,SKY,20250525,0000,1,61,127
20250523,1100,SKY,20250525,0100,1,61,127
20250523,1100,SKY,20250525,0200,1,61,127
20250523,1100,SKY,20250525,0300,1,61,127
20250523,1100,SKY,20250525,0400,1,61,127
20250523,1100,SKY,20250525,0500,1,61,127
20250523,1100,SKY,20250525,0600,1,61,127
20250523,1100,SKY,20250525,0700,1,61,127
20250523,1100,SKY,20250525,0800,1,61,127
20250523,1100,SKY,20250525,0900,1,61,127
20250523,1100,SKY,20250525,1000,1,61,127
20250523,1100,SKY,20250525,1100,1,61,127
20250523,1100,SKY,20250525,1200,1,61,127
20250523,1100,SKY,20250525,1300,1,61,127
20250523,1100,SKY,20250525,1400,1,61,127
20250523,1100,SKY,20250525,1500,1,61,127
20250523,1100,SKY,20250525,1600,1,61,127
20250523,1100,SKY,20250525,1700,1,61,127
20250523,1100,SKY,20250525,1800,1,61,127
20250523,1100,SKY,20250525,1900,1,61,127
20250523,1100,SKY,20250525,2000,1,61,127
20250523,1100,SKY,20250525,2100,1,61,127
20250523,1100,SKY,20250525,2200,1,61,127
20250523,1100,SKY,20250525,2300,1,61,127
20250523,1100,SKY,20250526,0000,1,61,127
20250523,1100,SKY,20250526,0300,1,61,127
20250523,1100,SKY,20250526,0600,1,61,127
20250523,1100,SKY,20250526,0900,1,61,127
20250523,1100,SKY,20250526,1200,1,61,127
20250523,1100,SKY,20250526,1500,1,61,127
20250523,1100,SKY,20250526,1800,1,61,127
20250523,1100,SKY,20250526,2100,1,61,127
20250523,1100,SKY,20250527,0000,3,61,127
20250523,1100,SKY,20250523,1200,4,61,128
20250523,1100,SKY,20250523,1300,4,61,128
20250523,1100,SKY,20250523,1400,4,61,128
20250523,1100,SKY,20250523,1500,4,61,128
20250523,1100,SKY,20250523,1600,4,61,128
20250523,1100,SKY,20250523,1700,4,61,128
20250523,1100,SKY,20250523,1800,4,61,128
20250523,1100,SKY,20250523,1900,4,61,128
20250523,1100,SKY,20250523,2000,4,61,128
20250523,1100,SKY,20250523,2100,4,61,128
20250523,1100,SKY,20250523,2200,4,61,128
20250523,1100,SKY,20250523,2300,4,61,128
20250523,1100,SKY,20250524,0000,4,61,128
20250523,1100,SKY,20250524,0100,4,61,128
20250523,1100,SKY,20250524,0200,4,61,128
20250523,1100,SKY,20250524,0300,4,61,128
20250523,1100,SKY,20250524,0400,4,61,128
20250523,1100,SKY,20250524,0500,4,61,128
20250523,1100,SKY,20250524,0600,4,61,128
20250523,1100,SKY,20250524,0700,4,61,128
20250523,1100,SKY,20250524,0800,4,61,128
20250523,1100,SKY,20250524,0900,4,61,128
20250523,1100,SKY,20250524,1000,4,61,128
20250523,1100,SKY,20250524,1100,4,61,128
20250523,1100,SKY,20250524,1200,4,61,128
20250523,1100,SKY,20250524,1300,4,61,128
20250523,1100,SKY,20250524,1400,4,61,128
20250523,1100,SKY,20250524,1500,4,61,128
20250523,1100,SKY,20250524,1600,4,61,128
20250523,1100,SKY,20250524,1700,4,61,128
20250523,1100,SKY,20250524,1800,4,61,128
